OBJECTID,Name,Jurisdiction,Area_km2,Accessible,Bridge to,Jumps,Buffer Distance (km)
4315,Wickaninnish Island,BRITISH COLUMBIA,1.430543909,yes,no,3,1.1
6022,William Island,BRITISH COLUMBIA,1.669076869,yes,no,4,1.1
5179,Work Island,BRITISH COLUMBIA,1.682686354,yes,no,1,1.1
4722,Wright Island,BRITISH COLUMBIA,2.485562022,yes,no,3,1.1
1073,Wurtele Island,BRITISH COLUMBIA,1.843586171,yes,no,6,1.1
1129,Yeo Island,BRITISH COLUMBIA,94.00397833,yes,no,1,1.1
5498,Zayas Island,BRITISH COLUMBIA,10.38119628,no,no,NA,NA
34,NA,BRITISH COLUMBIA,0.013956037,yes,no,3,1.1
35,NA,USA,0.011304397,yes,no,1,1.1
36,NA,USA,0.011339727,yes,no,1,1.1
39,NA,USA,0.017074648,yes,no,1,1.1
40,NA,USA,0.032523438,yes,no,1,1.1
42,NA,USA,0.047591366,yes,no,1,1.1
43,NA,USA,0.085724625,yes,no,1,1.1
61,NA,BRITISH COLUMBIA,0.00655039,yes,no,3,1.1
62,NA,BRITISH COLUMBIA,0.007005313,yes,no,3,1.1
71,NA,BRITISH COLUMBIA,0.011610672,yes,no,3,1.1
72,NA,BRITISH COLUMBIA,0.003100099,yes,no,3,1.1
73,NA,BRITISH COLUMBIA,0.006031858,yes,no,3,1.1
77,NA,BRITISH COLUMBIA,0.018916869,yes,no,3,1.1
80,NA,USA,0.00664136,yes,no,1,1.1
84,NA,USA,0.0971233,yes,no,1,1.1
97,NA,BRITISH COLUMBIA,0.020650799,yes,no,3,1.1
98,NA,USA,0.048456034,yes,no,1,1.1
100,NA,USA,0.016705702,yes,no,1,1.1
101,NA,USA,0.043821665,yes,no,1,1.1
102,NA,USA,0.731991789,yes,no,1,1.1
103,NA,USA,0.052335822,yes,no,1,1.1
104,NA,BRITISH COLUMBIA,0.007046505,yes,no,3,1.1
106,NA,USA,0.02927709,yes,no,1,1.1
107,NA,USA,0.008773044,yes,no,1,1.1
108,NA,BRITISH COLUMBIA,0.024390987,yes,no,3,1.1
109,NA,BRITISH COLUMBIA,0.151889615,yes,no,3,1.1
110,NA,USA,0.004493399,yes,no,1,1.1
111,NA,USA,0.112541307,yes,no,1,1.1
112,NA,USA,0.015024745,yes,no,1,1.1
113,NA,USA,0.019154588,yes,no,1,1.1
114,NA,USA,0.070399044,yes,no,1,1.1
115,NA,USA,0.033652594,yes,no,1,1.1
116,NA,USA,0.238301686,yes,no,1,1.1
117,NA,USA,0.01788917,yes,no,1,1.1
118,NA,USA,0.011250605,yes,no,1,1.1
119,NA,BRITISH COLUMBIA,0.005674749,yes,no,3,1.1
120,NA,USA,0.164772045,yes,no,1,1.1
121,NA,USA,0.003572199,yes,no,1,1.1
122,NA,USA,0.003202603,yes,no,1,1.1
124,NA,USA,0.002006645,yes,no,1,1.1
126,NA,BRITISH COLUMBIA,0.080373482,yes,no,3,1.1
127,NA,BRITISH COLUMBIA,0.01907153,yes,no,3,1.1
128,NA,BRITISH COLUMBIA,0.081818545,yes,no,3,1.1
129,NA,BRITISH COLUMBIA,0.281714302,yes,no,3,1.1
130,NA,BRITISH COLUMBIA,0.006592475,yes,no,3,1.1
131,NA,BRITISH COLUMBIA,0.007622996,yes,no,3,1.1
132,NA,USA,0.005162197,yes,no,1,1.1
133,NA,BRITISH COLUMBIA,0.003964237,yes,no,3,1.1
135,NA,BRITISH COLUMBIA,0.005200685,yes,no,3,1.1
136,NA,USA,0.00412496,yes,no,1,1.1
137,NA,USA,0.007801021,yes,no,1,1.1
138,NA,USA,0.006396594,yes,no,1,1.1
140,NA,USA,0.081293455,yes,no,1,1.1
141,NA,USA,0.057687925,yes,no,1,1.1
142,NA,USA,0.007319863,yes,no,1,1.1
143,NA,USA,0.14279727,yes,no,1,1.1
144,NA,USA,0.009047501,yes,no,1,1.1
145,NA,USA,0.052077461,yes,no,1,1.1
146,NA,USA,0.008153514,yes,no,1,1.1
147,NA,USA,0.020936112,yes,no,1,1.1
148,NA,USA,0.503933676,yes,no,1,1.1
149,NA,USA,0.034921591,yes,no,1,1.1
150,NA,USA,0.083352935,yes,no,1,1.1
151,NA,USA,0.000785419,yes,no,1,1.1
152,NA,USA,0.008902509,yes,no,1,1.1
153,NA,USA,0.003666604,yes,no,1,1.1
154,NA,USA,0.5255301,yes,no,1,1.1
155,NA,USA,0.004780403,yes,no,1,1.1
156,NA,BRITISH COLUMBIA,0.114697683,yes,no,3,1.1
157,NA,USA,0.017193444,yes,no,1,1.1
158,NA,USA,0.010267882,yes,no,1,1.1
159,NA,USA,0.097778162,yes,no,1,1.1
160,NA,USA,0.022536236,yes,no,1,1.1
161,NA,USA,0.176789118,yes,no,1,1.1
162,NA,USA,0.017985491,yes,no,1,1.1
163,NA,USA,0.007658507,yes,no,1,1.1
164,NA,USA,0.012352807,yes,no,1,1.1
173,NA,USA,0.006280499,yes,no,1,1.1
179,NA,USA,0.030324984,yes,no,1,1.1
180,NA,BRITISH COLUMBIA,0.026611967,yes,no,3,1.1
181,NA,BRITISH COLUMBIA,0.171914936,yes,no,3,1.1
188,NA,BRITISH COLUMBIA,0.143256391,yes,no,3,1.1
192,NA,USA,0.003250767,yes,no,1,1.1
193,NA,BRITISH COLUMBIA,0.01563193,yes,no,3,1.1
194,NA,BRITISH COLUMBIA,0.046392934,yes,no,3,1.1
199,NA,BRITISH COLUMBIA,0.028065454,yes,no,3,1.1
233,NA,BRITISH COLUMBIA,0.067389674,yes,no,3,1.1
239,NA,BRITISH COLUMBIA,0.019385163,yes,no,1,1.1
248,NA,BRITISH COLUMBIA,0.006895093,yes,no,1,1.1
250,NA,BRITISH COLUMBIA,0.030313702,yes,no,1,1.1
255,NA,BRITISH COLUMBIA,0.212156225,yes,no,4,1.1
259,NA,BRITISH COLUMBIA,0.03973244,yes,no,4,1.1
262,NA,BRITISH COLUMBIA,0.365026772,yes,no,1,1.1
269,NA,BRITISH COLUMBIA,0.007195757,yes,no,1,1.1
271,NA,BRITISH COLUMBIA,0.006987021,yes,no,1,1.1
274,NA,BRITISH COLUMBIA,0.018218608,yes,no,2,1.1
277,NA,BRITISH COLUMBIA,0.016665845,yes,no,2,1.1
278,NA,BRITISH COLUMBIA,0.016528315,yes,no,4,1.1
281,NA,BRITISH COLUMBIA,0.014493343,yes,no,4,1.1
282,NA,BRITISH COLUMBIA,0.009259459,yes,no,1,1.1
295,NA,BRITISH COLUMBIA,0.060664176,yes,no,3,1.1
297,NA,USA,0.093669886,yes,no,1,1.1
298,NA,USA,0.043301416,yes,no,1,1.1
300,NA,BRITISH COLUMBIA,0.018920972,yes,no,3,1.1
302,NA,USA,0.038200092,yes,no,1,1.1
310,NA,USA,0.086313972,yes,no,2,1.1
311,NA,USA,0.049984396,yes,no,2,1.1
313,NA,USA,0.013651275,yes,no,2,1.1
318,NA,USA,0.447436611,yes,no,2,1.1
320,NA,BRITISH COLUMBIA,0.054601694,yes,no,3,1.1
330,NA,BRITISH COLUMBIA,0.004156472,yes,no,3,1.1
335,NA,BRITISH COLUMBIA,0.02392981,yes,no,4,1.1
336,NA,BRITISH COLUMBIA,0.046256053,yes,no,2,1.1
337,NA,BRITISH COLUMBIA,0.269439383,yes,no,1,1.1
339,NA,BRITISH COLUMBIA,0.035860746,yes,no,4,1.1
340,NA,BRITISH COLUMBIA,0.004344645,yes,no,1,1.1
342,NA,BRITISH COLUMBIA,0.043650608,yes,no,4,1.1
345,NA,BRITISH COLUMBIA,0.015164883,yes,no,4,1.1
346,NA,BRITISH COLUMBIA,0.020669833,yes,no,4,1.1
347,NA,BRITISH COLUMBIA,0.024194227,yes,no,2,1.1
348,NA,BRITISH COLUMBIA,0.034594999,yes,no,4,1.1
349,NA,BRITISH COLUMBIA,0.059582695,yes,no,3,1.1
350,NA,BRITISH COLUMBIA,0.043465875,yes,no,4,1.1
351,NA,BRITISH COLUMBIA,0.035331277,yes,no,4,1.1
352,NA,BRITISH COLUMBIA,0.057736236,yes,no,2,1.1
353,NA,BRITISH COLUMBIA,0.012101155,yes,no,4,1.1
354,NA,BRITISH COLUMBIA,0.007998928,yes,no,4,1.1
355,NA,BRITISH COLUMBIA,0.02546619,yes,no,1,1.1
356,NA,BRITISH COLUMBIA,0.151502942,yes,no,1,1.1
357,NA,BRITISH COLUMBIA,0.011690733,yes,no,4,1.1
358,NA,BRITISH COLUMBIA,0.031169864,yes,no,1,1.1
363,NA,BRITISH COLUMBIA,0.006341086,yes,no,4,1.1
366,NA,BRITISH COLUMBIA,0.007258947,yes,no,4,1.1
369,NA,BRITISH COLUMBIA,0.02287723,yes,no,4,1.1
370,NA,BRITISH COLUMBIA,0.037996742,yes,no,4,1.1
371,NA,BRITISH COLUMBIA,0.015175606,yes,no,4,1.1
372,NA,BRITISH COLUMBIA,0.0121744,yes,no,2,1.1
373,NA,BRITISH COLUMBIA,0.005296948,yes,no,4,1.1
374,NA,BRITISH COLUMBIA,0.021246383,yes,no,3,1.1
375,NA,BRITISH COLUMBIA,0.008267891,yes,no,4,1.1
377,NA,BRITISH COLUMBIA,0.011977525,yes,no,4,1.1
378,NA,BRITISH COLUMBIA,0.010801162,yes,no,4,1.1
380,NA,BRITISH COLUMBIA,0.010892538,yes,no,4,1.1
382,NA,BRITISH COLUMBIA,0.026022686,yes,no,4,1.1
384,NA,BRITISH COLUMBIA,0.015050327,yes,no,1,1.1
385,NA,BRITISH COLUMBIA,0.010015496,yes,no,2,1.1
386,NA,BRITISH COLUMBIA,0.089055241,yes,no,2,1.1
387,NA,BRITISH COLUMBIA,0.050169428,yes,no,1,1.1
388,NA,USA,0.010745896,yes,no,1,1.1
389,NA,USA,0.008225627,yes,no,1,1.1
390,NA,USA,0.032806542,yes,no,1,1.1
391,NA,USA,0.030240096,yes,no,1,1.1
392,NA,USA,0.039776902,yes,no,1,1.1
393,NA,USA,0.015634059,yes,no,1,1.1
395,NA,USA,0.144427749,yes,no,1,1.1
397,NA,USA,0.008795844,yes,no,2,1.1
398,NA,USA,0.062291649,yes,no,1,1.1
399,NA,USA,0.012770001,yes,no,1,1.1
400,NA,USA,0.001225817,yes,no,1,1.1
401,NA,USA,0.475654966,yes,no,1,1.1
403,NA,USA,0.025413561,yes,no,1,1.1
404,NA,USA,0.052337841,yes,no,1,1.1
405,NA,USA,0.012865419,yes,no,1,1.1
407,NA,USA,0.01026888,yes,no,1,1.1
408,NA,USA,0.005830557,yes,no,1,1.1
409,NA,USA,0.004397977,yes,no,1,1.1
410,NA,USA,0.009379745,yes,no,1,1.1
411,NA,USA,0.02695575,yes,no,1,1.1
412,NA,USA,0.00773927,yes,no,1,1.1
413,NA,USA,0.023713107,yes,no,1,1.1
415,NA,USA,0.033155266,yes,no,1,1.1
416,NA,USA,0.010987838,yes,no,1,1.1
417,NA,USA,0.117537254,yes,no,1,1.1
418,NA,USA,0.007369922,yes,no,1,1.1
419,NA,USA,0.032082058,yes,no,1,1.1
420,NA,USA,0.011341686,yes,no,1,1.1
421,NA,USA,0.007186686,yes,no,1,1.1
422,NA,USA,0.006399299,yes,no,1,1.1
423,NA,USA,0.008994366,yes,no,1,1.1
424,NA,USA,0.00194913,yes,no,1,1.1
425,NA,USA,0.004583823,yes,no,1,1.1
426,NA,USA,0.002252246,yes,no,1,1.1
427,NA,USA,0.004982986,yes,no,1,1.1
428,NA,USA,0.00366815,yes,no,1,1.1
429,NA,USA,0.013288059,yes,no,1,1.1
430,NA,USA,0.002548947,yes,no,1,1.1
431,NA,USA,0.00668496,yes,no,1,1.1
432,NA,USA,0.006379106,yes,no,1,1.1
433,NA,USA,0.006952605,yes,no,1,1.1
434,NA,BRITISH COLUMBIA,0.244824168,yes,no,4,1.1
436,NA,BRITISH COLUMBIA,0.0249957,yes,no,5,1.1
437,NA,BRITISH COLUMBIA,0.009626094,yes,no,4,1.1
438,NA,BRITISH COLUMBIA,0.0072109,yes,no,5,1.1
439,NA,BRITISH COLUMBIA,0.01063524,yes,no,4,1.1
440,NA,BRITISH COLUMBIA,0.080224732,yes,no,4,1.1
441,NA,BRITISH COLUMBIA,0.142857395,yes,no,5,1.1
443,NA,BRITISH COLUMBIA,0.017766605,yes,no,1,1.1
445,NA,BRITISH COLUMBIA,0.017448303,yes,no,4,1.1
447,NA,BRITISH COLUMBIA,0.043737445,yes,no,4,1.1
448,NA,BRITISH COLUMBIA,0.012381146,yes,no,4,1.1
449,NA,BRITISH COLUMBIA,0.011344932,yes,no,3,1.1
450,NA,BRITISH COLUMBIA,0.00547428,yes,no,4,1.1
451,NA,BRITISH COLUMBIA,0.019769806,yes,no,5,1.1
452,NA,BRITISH COLUMBIA,0.018282762,yes,no,1,1.1
454,NA,BRITISH COLUMBIA,0.242131258,yes,no,5,1.1
457,NA,BRITISH COLUMBIA,0.24185972,yes,no,3,1.1
459,NA,BRITISH COLUMBIA,0.193635013,yes,no,4,1.1
460,NA,BRITISH COLUMBIA,0.009860061,yes,no,4,1.1
462,NA,BRITISH COLUMBIA,0.010224908,yes,no,4,1.1
463,NA,BRITISH COLUMBIA,0.359501988,yes,no,5,1.1
464,NA,BRITISH COLUMBIA,0.068402095,yes,no,4,1.1
465,NA,BRITISH COLUMBIA,0.043660915,yes,no,5,1.1
468,NA,BRITISH COLUMBIA,0.018492929,yes,no,4,1.1
469,NA,BRITISH COLUMBIA,0.024811671,yes,no,5,1.1
470,NA,BRITISH COLUMBIA,0.009117911,yes,no,3,1.1
471,NA,BRITISH COLUMBIA,0.656649027,yes,no,4,1.1
476,NA,BRITISH COLUMBIA,0.154879331,yes,no,5,1.1
477,NA,BRITISH COLUMBIA,0.005212053,yes,no,4,1.1
479,NA,BRITISH COLUMBIA,0.058445442,yes,no,4,1.1
488,NA,BRITISH COLUMBIA,0.077919618,yes,no,1,1.1
489,NA,BRITISH COLUMBIA,0.071307301,yes,no,4,1.1
490,NA,BRITISH COLUMBIA,0.016865646,yes,no,4,1.1
491,NA,BRITISH COLUMBIA,0.034998905,yes,no,5,1.1
493,NA,BRITISH COLUMBIA,0.011884468,yes,no,5,1.1
494,NA,BRITISH COLUMBIA,0.009576113,yes,no,5,1.1
497,NA,BRITISH COLUMBIA,0.009118512,yes,no,5,1.1
498,NA,BRITISH COLUMBIA,0.018607612,yes,no,5,1.1
500,NA,BRITISH COLUMBIA,0.015973209,yes,no,5,1.1
506,NA,BRITISH COLUMBIA,0.020639152,yes,no,5,1.1
519,NA,BRITISH COLUMBIA,0.006903147,yes,no,4,1.1
521,NA,BRITISH COLUMBIA,0.097377453,yes,no,1,1.1
522,NA,BRITISH COLUMBIA,0.001934385,yes,no,4,1.1
523,NA,BRITISH COLUMBIA,0.009925066,yes,no,3,1.1
524,NA,BRITISH COLUMBIA,0.01256053,yes,no,4,1.1
525,NA,BRITISH COLUMBIA,0.00470281,yes,no,4,1.1
526,NA,BRITISH COLUMBIA,0.208904341,yes,no,3,1.1
534,NA,BRITISH COLUMBIA,0.035706636,yes,no,3,1.1
547,NA,BRITISH COLUMBIA,0.013534525,yes,no,3,1.1
555,NA,BRITISH COLUMBIA,0.389904513,yes,no,1,1.1
580,NA,BRITISH COLUMBIA,0.00268851,yes,no,3,1.1
585,NA,BRITISH COLUMBIA,0.013384368,yes,no,3,1.1
596,NA,BRITISH COLUMBIA,0.375934473,yes,no,1,1.1
601,NA,BRITISH COLUMBIA,0.020035242,yes,no,3,1.1
603,NA,BRITISH COLUMBIA,0.095362125,yes,no,3,1.1
609,NA,BRITISH COLUMBIA,0.109325853,yes,no,1,1.1
611,NA,BRITISH COLUMBIA,0.016787207,yes,no,2,1.1
612,NA,BRITISH COLUMBIA,0.02891424,yes,no,2,1.1
613,NA,BRITISH COLUMBIA,0.011122135,yes,no,2,1.1
615,NA,BRITISH COLUMBIA,0.103309631,yes,no,1,1.1
617,NA,BRITISH COLUMBIA,0.050603141,yes,no,2,1.1
624,NA,BRITISH COLUMBIA,0.031854992,yes,no,2,1.1
626,NA,BRITISH COLUMBIA,0.032319372,yes,no,2,1.1
638,NA,BRITISH COLUMBIA,0.016604971,yes,no,2,1.1
640,NA,BRITISH COLUMBIA,0.009575838,yes,no,2,1.1
645,NA,BRITISH COLUMBIA,0.68060785,yes,no,2,1.1
655,NA,BRITISH COLUMBIA,0.053110764,yes,no,2,1.1
671,NA,BRITISH COLUMBIA,0.009746752,yes,no,2,1.1
673,NA,BRITISH COLUMBIA,0.005593007,yes,no,2,1.1
674,NA,BRITISH COLUMBIA,0.020318262,yes,no,2,1.1
677,NA,BRITISH COLUMBIA,0.59196706,yes,no,2,1.1
707,NA,BRITISH COLUMBIA,0.009674376,yes,no,2,1.1
708,NA,BRITISH COLUMBIA,0.014215429,yes,no,2,1.1
714,NA,BRITISH COLUMBIA,0.02868491,yes,no,2,1.1
731,NA,BRITISH COLUMBIA,0.023143823,yes,no,2,1.1
734,NA,BRITISH COLUMBIA,0.016707065,yes,no,2,1.1
735,NA,BRITISH COLUMBIA,0.013059949,yes,no,2,1.1
736,NA,BRITISH COLUMBIA,0.030388142,yes,no,2,1.1
740,NA,BRITISH COLUMBIA,0.072324072,yes,no,2,1.1
744,NA,BRITISH COLUMBIA,0.028601156,yes,no,2,1.1
748,NA,BRITISH COLUMBIA,0.015326078,yes,no,2,1.1
758,NA,BRITISH COLUMBIA,0.022231878,yes,no,2,1.1
772,NA,BRITISH COLUMBIA,0.01163482,yes,no,2,1.1
776,NA,BRITISH COLUMBIA,0.016871384,yes,no,2,1.1
777,NA,BRITISH COLUMBIA,0.013493986,yes,no,2,1.1
780,NA,BRITISH COLUMBIA,0.022356154,yes,no,2,1.1
786,NA,BRITISH COLUMBIA,0.09049055,yes,no,2,1.1
789,NA,BRITISH COLUMBIA,0.032954121,yes,no,2,1.1
790,NA,BRITISH COLUMBIA,0.011854672,yes,no,2,1.1
794,NA,BRITISH COLUMBIA,0.374400586,yes,no,3,1.1
796,NA,BRITISH COLUMBIA,0.012217302,yes,no,2,1.1
797,NA,BRITISH COLUMBIA,0.047095949,yes,no,2,1.1
799,NA,BRITISH COLUMBIA,0.05403279,yes,no,3,1.1
800,NA,BRITISH COLUMBIA,0.007687025,yes,no,3,1.1
803,NA,BRITISH COLUMBIA,0.008610206,yes,no,3,1.1
805,NA,BRITISH COLUMBIA,0.014987679,yes,no,3,1.1
809,NA,BRITISH COLUMBIA,0.058031894,yes,no,2,1.1
810,NA,BRITISH COLUMBIA,0.049306014,yes,no,3,1.1
811,NA,BRITISH COLUMBIA,0.01313935,yes,no,1,1.1
817,NA,BRITISH COLUMBIA,0.014280373,yes,no,2,1.1
820,NA,BRITISH COLUMBIA,0.033789499,yes,no,2,1.1
825,NA,BRITISH COLUMBIA,0.011259625,yes,no,2,1.1
833,NA,BRITISH COLUMBIA,0.441162625,yes,no,2,1.1
834,NA,BRITISH COLUMBIA,0.015231881,yes,no,2,1.1
841,NA,BRITISH COLUMBIA,0.013143516,yes,no,2,1.1
849,NA,BRITISH COLUMBIA,0.022064979,yes,no,3,1.1
863,NA,BRITISH COLUMBIA,0.040333777,yes,no,3,1.1
868,NA,BRITISH COLUMBIA,0.02889603,yes,no,3,1.1
870,NA,BRITISH COLUMBIA,0.0132911,yes,no,3,1.1
871,NA,BRITISH COLUMBIA,0.036624926,yes,no,3,1.1
872,NA,BRITISH COLUMBIA,0.012705246,yes,no,3,1.1
874,NA,BRITISH COLUMBIA,0.010796136,yes,no,3,1.1
875,NA,BRITISH COLUMBIA,0.091539433,yes,no,3,1.1
876,NA,BRITISH COLUMBIA,0.014465653,yes,no,3,1.1
877,NA,BRITISH COLUMBIA,0.013365757,yes,no,3,1.1
878,NA,BRITISH COLUMBIA,0.015980539,yes,no,3,1.1
879,NA,BRITISH COLUMBIA,0.014222783,yes,no,3,1.1
880,NA,BRITISH COLUMBIA,0.016310566,yes,no,3,1.1
881,NA,BRITISH COLUMBIA,0.009971208,yes,no,3,1.1
884,NA,BRITISH COLUMBIA,0.019823097,yes,no,3,1.1
885,NA,BRITISH COLUMBIA,0.007228026,yes,no,3,1.1
893,NA,BRITISH COLUMBIA,0.080486602,yes,no,3,1.1
898,NA,BRITISH COLUMBIA,0.008893147,yes,no,2,1.1
900,NA,BRITISH COLUMBIA,0.010361405,yes,no,3,1.1
901,NA,BRITISH COLUMBIA,0.01602147,yes,no,3,1.1
902,NA,BRITISH COLUMBIA,0.070193555,yes,no,3,1.1
908,NA,BRITISH COLUMBIA,0.023299741,yes,no,3,1.1
909,NA,BRITISH COLUMBIA,0.022418074,yes,no,3,1.1
910,NA,BRITISH COLUMBIA,0.065572842,yes,no,3,1.1
916,NA,BRITISH COLUMBIA,0.030863252,yes,no,2,1.1
917,NA,BRITISH COLUMBIA,0.041024356,yes,no,3,1.1
920,NA,BRITISH COLUMBIA,0.005328847,yes,no,3,1.1
929,NA,BRITISH COLUMBIA,0.008815412,yes,no,3,1.1
932,NA,BRITISH COLUMBIA,0.009206252,yes,no,3,1.1
936,NA,BRITISH COLUMBIA,0.527104539,yes,no,3,1.1
937,NA,BRITISH COLUMBIA,0.017644852,yes,no,2,1.1
940,NA,BRITISH COLUMBIA,0.011226734,yes,no,3,1.1
941,NA,BRITISH COLUMBIA,0.024244382,yes,no,3,1.1
951,NA,BRITISH COLUMBIA,0.00980122,yes,no,3,1.1
953,NA,BRITISH COLUMBIA,0.010900721,yes,no,3,1.1
954,NA,BRITISH COLUMBIA,0.119695687,yes,no,3,1.1
956,NA,BRITISH COLUMBIA,0.034271702,yes,no,3,1.1
957,NA,BRITISH COLUMBIA,0.077451476,yes,no,3,1.1
959,NA,BRITISH COLUMBIA,0.008392776,yes,no,2,1.1
961,NA,BRITISH COLUMBIA,0.008896264,yes,no,3,1.1
962,NA,BRITISH COLUMBIA,0.022492086,yes,no,3,1.1
963,NA,BRITISH COLUMBIA,0.002957982,yes,no,3,1.1
966,NA,BRITISH COLUMBIA,0.012176974,yes,no,3,1.1
967,NA,BRITISH COLUMBIA,0.018971247,yes,no,3,1.1
969,NA,BRITISH COLUMBIA,0.007945889,yes,no,3,1.1
970,NA,BRITISH COLUMBIA,0.016690676,yes,no,3,1.1
971,NA,BRITISH COLUMBIA,0.062286088,yes,no,3,1.1
974,NA,BRITISH COLUMBIA,0.008922248,yes,no,3,1.1
976,NA,BRITISH COLUMBIA,0.015258101,yes,no,3,1.1
977,NA,BRITISH COLUMBIA,0.016502182,yes,no,3,1.1
979,NA,BRITISH COLUMBIA,0.05585169,yes,no,3,1.1
990,NA,BRITISH COLUMBIA,0.008024783,yes,no,3,1.1
991,NA,BRITISH COLUMBIA,0.022181852,yes,no,3,1.1
996,NA,BRITISH COLUMBIA,0.014235336,yes,no,3,1.1
999,NA,BRITISH COLUMBIA,0.037273226,yes,no,3,1.1
1001,NA,BRITISH COLUMBIA,0.006898843,yes,no,3,1.1
1003,NA,BRITISH COLUMBIA,0.009097439,yes,no,3,1.1
1005,NA,BRITISH COLUMBIA,0.010863048,yes,no,3,1.1
1006,NA,BRITISH COLUMBIA,0.132840944,yes,no,1,1.1
1008,NA,BRITISH COLUMBIA,0.01683909,yes,no,3,1.1
1010,NA,BRITISH COLUMBIA,0.023019639,yes,no,3,1.1
1011,NA,BRITISH COLUMBIA,0.017752771,yes,no,3,1.1
1012,NA,BRITISH COLUMBIA,0.006503303,yes,no,3,1.1
1013,NA,BRITISH COLUMBIA,0.406599728,yes,no,3,1.1
1015,NA,BRITISH COLUMBIA,0.072423084,yes,no,3,1.1
1016,NA,BRITISH COLUMBIA,0.009346919,yes,no,3,1.1
1018,NA,BRITISH COLUMBIA,0.038828896,yes,no,3,1.1
1020,NA,BRITISH COLUMBIA,0.09671643,yes,no,3,1.1
1023,NA,BRITISH COLUMBIA,0.102603082,yes,no,3,1.1
1025,NA,BRITISH COLUMBIA,0.865527807,yes,no,3,1.1
1028,NA,BRITISH COLUMBIA,0.278535865,yes,no,3,1.1
1029,NA,BRITISH COLUMBIA,0.012221612,yes,no,3,1.1
1031,NA,BRITISH COLUMBIA,0.011381419,yes,no,1,1.1
1033,NA,BRITISH COLUMBIA,0.017081551,yes,no,1,1.1
1037,NA,BRITISH COLUMBIA,0.086392177,yes,no,3,1.1
1049,NA,BRITISH COLUMBIA,0.010871216,yes,no,4,1.1
1050,NA,BRITISH COLUMBIA,0.007290753,yes,no,4,1.1
1051,NA,BRITISH COLUMBIA,0.017083054,yes,no,2,1.1
1053,NA,BRITISH COLUMBIA,0.021638805,yes,no,1,1.1
1054,NA,BRITISH COLUMBIA,0.019216655,yes,no,4,1.1
1055,NA,BRITISH COLUMBIA,0.631420252,yes,no,5,1.1
1056,NA,BRITISH COLUMBIA,0.018245276,yes,no,5,1.1
1060,NA,BRITISH COLUMBIA,0.128233423,yes,no,3,1.1
1061,NA,BRITISH COLUMBIA,0.327672378,yes,no,3,1.1
1065,NA,BRITISH COLUMBIA,0.249653729,yes,no,1,1.1
1066,NA,BRITISH COLUMBIA,0.005547981,yes,no,4,1.1
1068,NA,BRITISH COLUMBIA,0.699332883,yes,no,1,1.1
1069,NA,BRITISH COLUMBIA,0.020682741,yes,no,5,1.1
1072,NA,BRITISH COLUMBIA,0.053197016,yes,no,6,1.1
1076,NA,BRITISH COLUMBIA,0.027398299,yes,no,5,1.1
1077,NA,BRITISH COLUMBIA,0.008751434,yes,no,5,1.1
1079,NA,BRITISH COLUMBIA,0.037820167,yes,no,3,1.1
1080,NA,BRITISH COLUMBIA,0.107786029,yes,no,5,1.1
1081,NA,BRITISH COLUMBIA,0.025585834,yes,no,6,1.1
1083,NA,BRITISH COLUMBIA,0.014283362,yes,no,6,1.1
1084,NA,BRITISH COLUMBIA,0.022586739,yes,no,1,1.1
1085,NA,BRITISH COLUMBIA,0.012365,yes,no,6,1.1
1091,NA,BRITISH COLUMBIA,0.025551457,yes,no,6,1.1
1093,NA,BRITISH COLUMBIA,0.682588157,yes,no,2,1.1
1094,NA,BRITISH COLUMBIA,0.069124448,yes,no,4,1.1
1095,NA,BRITISH COLUMBIA,0.290558588,yes,no,2,1.1
1097,NA,BRITISH COLUMBIA,0.204204668,yes,no,4,1.1
1098,NA,BRITISH COLUMBIA,0.087368829,yes,no,6,1.1
1099,NA,BRITISH COLUMBIA,0.039007168,yes,no,4,1.1
1101,NA,BRITISH COLUMBIA,0.015090274,yes,no,2,1.1
1102,NA,BRITISH COLUMBIA,0.040514533,yes,no,5,1.1
1104,NA,BRITISH COLUMBIA,0.010103278,yes,no,4,1.1
1105,NA,BRITISH COLUMBIA,0.012772492,yes,no,5,1.1
1106,NA,BRITISH COLUMBIA,0.223599581,yes,no,2,1.1
1107,NA,BRITISH COLUMBIA,0.014896151,yes,no,2,1.1
1110,NA,BRITISH COLUMBIA,0.061184126,yes,no,6,1.1
1111,NA,BRITISH COLUMBIA,0.013214749,yes,no,5,1.1
1112,NA,BRITISH COLUMBIA,0.013465419,yes,no,2,1.1
1113,NA,BRITISH COLUMBIA,0.016044226,yes,no,6,1.1
1114,NA,BRITISH COLUMBIA,0.015273392,yes,no,6,1.1
1115,NA,BRITISH COLUMBIA,0.027606687,yes,no,4,1.1
1116,NA,BRITISH COLUMBIA,0.022623665,yes,no,2,1.1
1117,NA,BRITISH COLUMBIA,0.009279217,yes,no,6,1.1
1118,NA,BRITISH COLUMBIA,0.010922312,yes,no,7,1.1
1119,NA,BRITISH COLUMBIA,0.091982662,yes,no,6,1.1
1120,NA,BRITISH COLUMBIA,0.238034324,yes,no,6,1.1
1121,NA,BRITISH COLUMBIA,0.021193784,yes,no,4,1.1
1122,NA,BRITISH COLUMBIA,0.009676292,yes,no,5,1.1
1123,NA,BRITISH COLUMBIA,0.020136181,yes,no,2,1.1
1124,NA,BRITISH COLUMBIA,0.017913746,yes,no,6,1.1
